Vehicle_ID,Frame_No,Time_s,X_m,Y_m,Speed_mps,Acc_mps2,used_metres,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2,550,22.93958333,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,551,22.98129167,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,552,23.023,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,553,23.06470833,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,554,23.10641667,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,555,23.148125,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,556,23.18983333,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,557,23.23154167,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,558,23.27325,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,559,23.31495833,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,560,23.35666667,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,561,23.398375,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,562,23.44008333,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,563,23.48179167,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,564,23.5235,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,565,23.56520833,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
2,566,23.60691667,9.125425533,6.283165633,0,0,TRUE,1609.799683,1110.089233,1810.26062,1244.738525
3,617,25.73404167,3.186566288,5.156097751,,,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,618,25.77575,3.186566288,5.156097751,0,,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,619,25.81745833,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
